date,temperature,temperature_min,temperature_max,humidity,precipitation,wind_speed,pressure,cloud_cover
2025-12-15,0.1,-1.6,1.5,86.0,0.1,8.4,1022.1,8.0
2025-12-16,1.6,0.4,3.7,94.0,0.7,7.5,1026.7,8.0
2025-12-17,1.6,-1.1,3.7,91.0,0.0,8.8,1031.3,8.0
2025-12-18,4.5,1.2,8.8,94.0,0.0,12.1,1028.1,8.0
2025-12-19,2.8,1.1,4.8,95.0,0.0,6.8,1028.0,8.0
2025-12-20,1.6,1.0,2.2,90.0,0.0,8.1,1026.8,8.0
2025-12-21,1.8,0.8,3.4,89.0,0.0,7.6,1021.3,8.0
2025-12-22,1.8,-0.8,2.9,86.0,0.0,11.0,1020.8,8.0
2025-12-23,1.5,-0.1,3.0,84.0,0.0,7.4,1022.5,8.0
2025-12-24,-2.4,-7.8,0.7,76.0,0.3,15.3,1029.2,6.0
2025-12-25,-6.8,-8.7,-4.1,57.0,0.0,10.1,1034.2,1.0
2025-12-26,-4.1,-6.6,-0.2,74.0,2.3,19.3,1014.8,8.0
2025-12-27,-0.2,-1.8,1.9,78.0,0.0,17.0,1009.4,8.0
2025-12-28,-1.0,-3.2,0.4,89.0,5.6,19.1,994.7,8.0
2025-12-29,-2.3,-4.7,-0.8,91.0,2.7,18.8,996.5,8.0
2025-12-30,-2.7,-4.7,-0.7,89.0,1.4,20.3,1001.4,7.0
2025-12-31,-6.0,-8.0,-4.4,84.0,0.0,19.5,1002.8,6.0
