account_id,appliance_group,cons_dec2024,multiplier
600197185,"ПГ,ВПГ",566.09,3.4772113022113023
600191780,"ПГ,ВПГ",160.44,0.9855036855036854
600193307,"ПГ,ВПГ",19.62,0.12051597051597052
600193372,"ПГ,ВПГ",519.26,3.1895577395577392
600193512,"ПГ,ВПГ",842.0,5.0
600193751,"ПГ,ВПГ",1.92,0.1
600194092,"ПГ,ВПГ",247.0,1.517199017199017
600194126,"ПГ,ВПГ",445.0,2.7334152334152333
600194491,"ПГ,ВПГ",92.46,0.5679361179361179
600194687,"ПГ,ВПГ",317.97,1.953132678132678
600194852,"ПГ,ВПГ",177.0,1.0872235872235871
600194889,"ПГ,ВПГ",129.44,0.795085995085995
600195096,"ПГ,ВПГ",83.97,0.5157862407862407
600195437,"ПГ,ВПГ",103.43,0.6353194103194103
600195463,"ПГ,ВПГ",1.13,0.1
600195502,"ПГ,ВПГ",219.24,1.3466830466830466
600195637,"ПГ,ВПГ",38.0,0.2334152334152334
600195893,"ПГ,ВПГ",320.23,1.967014742014742
600196200,"ПГ,ВПГ",230.0,1.4127764127764126
600196430,"ПГ,ВПГ",306.26,1.881203931203931
600196461,"ПГ,ВПГ",35.0,0.21498771498771496
600196494,"ПГ,ВПГ",138.0,0.8476658476658476
600196601,"ПГ,ВПГ",351.0,2.156019656019656
600196670,"ПГ,ВПГ",93.0,0.5712530712530712
600196795,"ПГ,ВПГ",31.89,0.19588452088452088
600196862,"ПГ,ВПГ",88.24,0.542014742014742
600197067,"ПГ,ВПГ",183.71,1.1284398034398033
600197192,"ПГ,ВПГ",263.0,1.6154791154791153
600197414,"ПГ,ВПГ",183.0,1.124078624078624
600197445,"ПГ,ВПГ",310.23,1.9055896805896806
600197574,"ПГ,ВПГ",46.23,0.28396805896805893
600189366,"ПГ,ВПГ",448.37,2.754115479115479
600192026,"ПГ,ВПГ",271.61,1.6683660933660933
600192168,"ПГ,ВПГ",146.59,0.9004299754299754
600193382,"ПГ,ВПГ",157.78,0.9691646191646192
600194197,"ПГ,ВПГ",45.08,0.2769041769041769
600194338,"ПГ,ВПГ",21.23,0.1304054054054054
600194536,"ПГ,ВПГ",130.0,0.7985257985257985
600194571,"ПГ,ВПГ",109.87,0.6748771498771499
600195103,"ПГ,ВПГ",46.23,0.28396805896805893
600195318,"ПГ,ВПГ",298.84,1.8356265356265353
600195373,"ПГ,ВПГ",143.0,0.8783783783783783
600195535,"ПГ,ВПГ",57.23,0.3515356265356265
600195575,"ПГ,ВПГ",5.48,0.1
600195684,"ПГ,ВПГ",149.0,0.9152334152334152
600195747,"ПГ,ВПГ",118.33,0.7268427518427518
600195909,"ПГ,ВПГ",328.0,2.0147420147420148
600195973,"ПГ,ВПГ",264.0,1.6216216216216215
600196085,"ПГ,ВПГ",287.94,1.7686732186732186
600196348,"ПГ,ВПГ",265.0,1.6277641277641277
600196541,"ПГ,ВПГ",22.62,0.13894348894348893
600196669,"ПГ,ВПГ",294.0,1.8058968058968057
600196713,"ПГ,ВПГ",334.0,2.0515970515970516
600196739,"ПГ,ВПГ",69.85,0.429054054054054
600196878,"ПГ,ВПГ",215.0,1.3206388206388207
600197059,"ПГ,ВПГ",170.0,1.0442260442260443
600197255,"ПГ,ВПГ",452.0,2.7764127764127764
600197317,"ПГ,ВПГ",255.0,1.5663390663390662
600189430,"ПГ,ВПГ",78.0,0.4791154791154791
600191886,"ПГ,ВПГ",2.0,0.1
600192053,"ПГ,ВПГ",227.03,1.3945331695331695
600192088,"ПГ,ВПГ",44.05,0.2705773955773955
600193612,"ПГ,ВПГ",368.19,2.2616093366093364
600194157,"ПГ,ВПГ",120.0,0.7371007371007371
600194359,"ПГ,ВПГ",2.92,0.1
600194394,"ПГ,ВПГ",93.0,0.5712530712530712
600194424,"ПГ,ВПГ",36.06,0.2214987714987715
600194786,"ПГ,ВПГ",90.58,0.5563882063882063
600194807,"ПГ,ВПГ",107.27,0.6589066339066338
600195134,"ПГ,ВПГ",223.59,1.3734029484029484
600195164,"ПГ,ВПГ",25.0,0.15356265356265356
600195366,"ПГ,ВПГ",277.17,1.7025184275184275
600195573,"ПГ,ВПГ",232.0,1.4250614250614249
600195598,"ПГ,ВПГ",284.05,1.7447788697788698
600195706,"ПГ,ВПГ",120.11,0.7377764127764127
600195739,"ПГ,ВПГ",23.37,0.14355036855036854
600195934,"ПГ,ВПГ",0.41,0.1
600195993,"ПГ,ВПГ",123.0,0.7555282555282554
600196138,"ПГ,ВПГ",335.49,2.0607493857493857
600196304,"ПГ,ВПГ",32.85,0.20178132678132676
600196587,"ПГ,ВПГ",280.0,1.7199017199017197
600196700,"ПГ,ВПГ",46.0,0.28255528255528256
600196735,"ПГ,ВПГ",521.0,3.2002457002457
600197108,"ПГ,ВПГ",152.0,0.9336609336609336
600197278,"ПГ,ВПГ",91.0,0.5589680589680589
600197309,"ПГ,ВПГ",343.0,2.1068796068796067
600197478,"ПГ,ВПГ",112.0,0.6879606879606879
600197509,"ПГ,ВПГ",309.22,1.8993857493857493
600197656,"ПГ,ВПГ",451.0,2.77027027027027
600191895,"ПГ,ВПГ",241.0,1.4803439803439802
600193314,"ПГ,ВПГ",309.0,1.8980343980343979
600193554,"ПГ,ВПГ",230.0,1.4127764127764126
600193859,"ПГ,ВПГ",192.0,1.1793611793611793
600193927,"ПГ,ВПГ",155.0,0.952088452088452
600194063,"ПГ,ВПГ",74.0,0.45454545454545453
600194103,"ПГ,ВПГ",34.95,0.21468058968058967
600194468,"ПГ,ВПГ",227.0,1.3943488943488942
600194493,"ПГ,ВПГ",261.0,1.603194103194103
600194667,"ПГ,ВПГ",16.0,0.1
600194831,"ПГ,ВПГ",61.0,0.37469287469287466
600194892,"ПГ,ВПГ",663.0,4.072481572481572
600195409,"ПГ,ВПГ",252.0,1.5479115479115477
600195441,"ПГ,ВПГ",367.83,2.259398034398034
600195610,"ПГ,ВПГ",82.84,0.5088452088452088
600195656,"ПГ,ВПГ",112.0,0.6879606879606879
600196088,"ПГ,ВПГ",148.0,0.9090909090909091
600196437,"ПГ,ВПГ",456.18,2.802088452088452
600196605,"ПГ,ВПГ",74.0,0.45454545454545453
600196813,"ПГ,ВПГ",266.87,1.6392506142506142
600196842,"ПГ,ВПГ",967.31,5.0
600197016,"ПГ,ВПГ",123.93,0.7612407862407863
600191837,"ПГ,ВПГ",173.0,1.0626535626535625
600192143,"ПГ,ВПГ",475.0,2.9176904176904177
600193417,"ПГ,ВПГ",154.0,0.9459459459459458
600193616,"ПГ,ВПГ",197.0,1.21007371007371
600194098,"ПГ,ВПГ",345.0,2.119164619164619
600194694,"ПГ,ВПГ",40.0,0.24570024570024568
600195111,"ПГ,ВПГ",467.0,2.8685503685503684
600195150,"ПГ,ВПГ",2.66,0.1
